lead_id,data_criacao,segmento,categoria_produto,canal_origem,vendedor,cidade,estagio_funil,valor_proposta,data_fechamento_ou_perda,motivo_perda
192,2025-08-06,Consumidor Final (B2C),Eletrônicos,E-commerce,Mariana Alves,Campo Grande,Venda Fechada,203.33,2025-08-10,
193,2024-02-29,Consumidor Final (B2C),Móveis,Loja Física,João Pedro,Campo Grande,Lead,279.76,,
194,2024-04-17,Conta Corporativa (B2B),Brinquedos,Marketplace,Rafael Torres,Campo Grande,Qualificado,7210.67,,
195,2025-03-30,Consumidor Final (B2C),Utilidades Domésticas,E-commerce,Mariana Alves,Dourados,Qualificado,247.67,,
196,2025-01-08,Consumidor Final (B2C),Móveis,Indicação,João Pedro,Três Lagoas,Proposta Enviada,467.52,,
197,2024-04-11,Consumidor Final (B2C),Brinquedos,Instagram/Redes Sociais,João Pedro,Campo Grande,Venda Fechada,267.65,2024-05-08,
198,2024-03-10,Consumidor Final (B2C),Beleza e Higiene,Marketplace,João Pedro,Campo Grande,Venda Fechada,228.67,2024-04-06,
199,2024-06-08,Consumidor Final (B2C),Ferramentas,Indicação,Fernanda Lima,Dourados,Perdido,430.49,2024-06-10,Desistência da compra
200,2025-09-05,Consumidor Final (B2C),Casa e Decoração,Marketplace,João Pedro,Campo Grande,Qualificado,211.13,,
201,2025-07-01,Conta Corporativa (B2B),Móveis,Loja Física,Carlos Souza,Campo Grande,Perdido,6881.83,2025-07-09,Desistência da compra
202,2025-05-29,Conta Corporativa (B2B),Brinquedos,E-commerce,Rafael Torres,Corumbá,Venda Fechada,11219.4,2025-06-10,
203,2024-11-16,Conta Corporativa (B2B),Papelaria e Escritório,Loja Física,Rafael Torres,Campo Grande,Proposta Enviada,8793.79,,
204,2025-07-03,Consumidor Final (B2C),Beleza e Higiene,E-commerce,Carlos Souza,Campo Grande,Perdido,306.28,2025-07-12,Concorrente
205,2025-03-24,Consumidor Final (B2C),Beleza e Higiene,E-commerce,Carlos Souza,Dourados,Qualificado,319.45,,
206,2024-12-07,Consumidor Final (B2C),Beleza e Higiene,Loja Física,Ana Ribeiro,Campo Grande,Venda Fechada,395.46,2024-12-10,
207,2024-06-06,Conta Corporativa (B2B),Ferramentas,Loja Física,João Pedro,Três Lagoas,Perdido,10067.0,2024-06-07,Concorrente
208,2024-06-12,Consumidor Final (B2C),Eletrônicos,Indicação,Rafael Torres,Três Lagoas,Perdido,330.82,2024-06-21,Sem retorno
209,2024-01-25,Consumidor Final (B2C),Casa e Decoração,Loja Física,Carlos Souza,Dourados,Perdido,341.77,2024-02-12,Prazo de entrega incompatível
210,2025-03-22,Consumidor Final (B2C),Casa e Decoração,Indicação,Fernanda Lima,Campo Grande,Qualificado,232.74,,
211,2024-12-10,Consumidor Final (B2C),Casa e Decoração,Loja Física,Ana Ribeiro,Campo Grande,Perdido,250.72,2024-12-11,Desistência da compra
212,2024-09-16,Consumidor Final (B2C),Alimentos e Bebidas,Instagram/Redes Sociais,João Pedro,Campo Grande,Proposta Enviada,269.56,,
213,2024-05-03,Conta Corporativa (B2B),Casa e Decoração,Loja Física,João Pedro,Campo Grande,Qualificado,9336.79,,
214,2025-06-09,Consumidor Final (B2C),Ferramentas,Vendedor Externo (B2B),Carlos Souza,Campo Grande,Perdido,124.36,2025-06-24,Prazo de entrega incompatível
215,2025-10-22,Consumidor Final (B2C),Utilidades Domésticas,Loja Física,Mariana Alves,Campo Grande,Perdido,230.53,2025-11-02,Desistência da compra
216,2025-12-03,Consumidor Final (B2C),Brinquedos,Loja Física,Rafael Torres,Campo Grande,Perdido,317.22,2025-12-21,Desistência da compra
217,2024-08-14,Consumidor Final (B2C),Beleza e Higiene,Google Ads,Carlos Souza,Ponta Porã,Venda Fechada,422.81,2024-09-11,
218,2025-07-13,Consumidor Final (B2C),Utilidades Domésticas,Google Ads,João Pedro,Ponta Porã,Venda Fechada,219.13,2025-08-05,
219,2025-12-26,Consumidor Final (B2C),Eletrônicos,Loja Física,Mariana Alves,Campo Grande,Venda Fechada,501.2,2025-12-31,
220,2024-07-18,Consumidor Final (B2C),Eletrônicos,Loja Física,Fernanda Lima,Campo Grande,Venda Fechada,332.29,2024-08-08,
221,2024-08-19,Consumidor Final (B2C),Beleza e Higiene,E-commerce,Fernanda Lima,Ponta Porã,Perdido,426.71,2024-08-25,Concorrente
222,2025-09-14,Consumidor Final (B2C),Eletrônicos,E-commerce,Ana Ribeiro,Corumbá,Venda Fechada,384.71,2025-09-17,
223,2025-07-14,Consumidor Final (B2C),Beleza e Higiene,Instagram/Redes Sociais,Ana Ribeiro,Corumbá,Qualificado,292.23,,
224,2025-11-06,Consumidor Final (B2C),Alimentos e Bebidas,Loja Física,Mariana Alves,Dourados,Venda Fechada,381.83,2025-12-04,
225,2024-08-13,Consumidor Final (B2C),Eletrônicos,Google Ads,Ana Ribeiro,Campo Grande,Lead,505.06,,
226,2025-02-17,Conta Corporativa (B2B),Moda e Vestuário,Google Ads,Mariana Alves,Campo Grande,Venda Fechada,6072.94,2025-03-12,
227,2024-02-08,Conta Corporativa (B2B),Móveis,Marketplace,Mariana Alves,Ponta Porã,Perdido,9580.14,2024-02-19,Desistência da compra
228,2024-09-12,Consumidor Final (B2C),Móveis,Google Ads,Mariana Alves,Ponta Porã,Perdido,386.14,2024-09-27,Fora do orçamento (B2B)
229,2025-03-11,Consumidor Final (B2C),Moda e Vestuário,Loja Física,João Pedro,Ponta Porã,Qualificado,341.67,,
230,2025-12-03,Consumidor Final (B2C),Brinquedos,Indicação,João Pedro,Dourados,Venda Fechada,554.15,2025-12-18,
231,2024-05-15,Consumidor Final (B2C),Alimentos e Bebidas,E-commerce,Mariana Alves,Três Lagoas,Perdido,342.05,2024-05-26,Concorrente
232,2025-04-17,Consumidor Final (B2C),Brinquedos,Indicação,Carlos Souza,Campo Grande,Venda Fechada,302.23,2025-05-07,
233,2025-08-20,Conta Corporativa (B2B),Utilidades Domésticas,Loja Física,Ana Ribeiro,Campo Grande,Proposta Enviada,10202.43,,
234,2024-03-10,Conta Corporativa (B2B),Papelaria e Escritório,Loja Física,Mariana Alves,Dourados,Venda Fechada,10968.79,2024-04-01,
235,2024-08-14,Consumidor Final (B2C),Ferramentas,E-commerce,Mariana Alves,Campo Grande,Perdido,282.54,2024-08-21,Preço
236,2025-05-30,Consumidor Final (B2C),Moda e Vestuário,Loja Física,Carlos Souza,Dourados,Qualificado,213.73,,
237,2025-06-19,Consumidor Final (B2C),Casa e Decoração,Indicação,João Pedro,Três Lagoas,Qualificado,420.43,,
238,2024-04-26,Consumidor Final (B2C),Moda e Vestuário,Marketplace,João Pedro,Campo Grande,Venda Fechada,261.57,2024-04-27,
239,2024-05-25,Consumidor Final (B2C),Eletrônicos,Indicação,Fernanda Lima,Ponta Porã,Venda Fechada,240.89,2024-05-31,
240,2024-09-16,Consumidor Final (B2C),Ferramentas,Vendedor Externo (B2B),João Pedro,Campo Grande,Proposta Enviada,271.41,,
241,2025-02-03,Consumidor Final (B2C),Beleza e Higiene,E-commerce,Carlos Souza,Campo Grande,Venda Fechada,471.83,2025-02-09,
242,2025-07-16,Conta Corporativa (B2B),Utilidades Domésticas,Google Ads,Carlos Souza,Três Lagoas,Venda Fechada,12182.66,2025-07-21,
243,2024-02-18,Consumidor Final (B2C),Papelaria e Escritório,Indicação,Carlos Souza,Campo Grande,Venda Fechada,61.58,2024-03-14,
244,2025-09-03,Consumidor Final (B2C),Ferramentas,E-commerce,João Pedro,Campo Grande,Venda Fechada,305.52,2025-09-27,
245,2025-07-01,Consumidor Final (B2C),Alimentos e Bebidas,Loja Física,Rafael Torres,Campo Grande,Perdido,399.77,2025-07-17,Concorrente
246,2025-02-03,Consumidor Final (B2C),Utilidades Domésticas,Google Ads,Rafael Torres,Campo Grande,Qualificado,257.66,,
247,2025-11-26,Consumidor Final (B2C),Casa e Decoração,Google Ads,Ana Ribeiro,Campo Grande,Perdido,304.81,2025-12-07,Concorrente
248,2024-05-27,Consumidor Final (B2C),Brinquedos,E-commerce,Carlos Souza,Campo Grande,Perdido,329.99,2024-06-01,Preço
249,2024-11-09,Conta Corporativa (B2B),Papelaria e Escritório,Indicação,Carlos Souza,Campo Grande,Perdido,9175.54,2024-11-18,Desistência da compra
250,2024-06-09,Consumidor Final (B2C),Beleza e Higiene,E-commerce,Ana Ribeiro,Três Lagoas,Qualificado,308.17,,
251,2025-08-15,Conta Corporativa (B2B),Casa e Decoração,E-commerce,Fernanda Lima,Campo Grande,Proposta Enviada,6679.3,,
252,2024-07-16,Conta Corporativa (B2B),Utilidades Domésticas,Loja Física,Carlos Souza,Ponta Porã,Perdido,8689.52,2024-07-18,Concorrente
253,2024-05-23,Consumidor Final (B2C),Brinquedos,Marketplace,Rafael Torres,Três Lagoas,Lead,261.86,,
254,2025-06-15,Consumidor Final (B2C),Beleza e Higiene,Instagram/Redes Sociais,Rafael Torres,Campo Grande,Perdido,248.07,2025-06-29,Prazo de entrega incompatível
255,2025-01-15,Consumidor Final (B2C),Utilidades Domésticas,Instagram/Redes Sociais,Ana Ribeiro,Campo Grande,Perdido,399.48,2025-01-25,Preço
256,2024-08-14,Consumidor Final (B2C),Beleza e Higiene,Marketplace,Fernanda Lima,Campo Grande,Venda Fechada,312.99,2024-09-02,
257,2025-05-18,Consumidor Final (B2C),Alimentos e Bebidas,E-commerce,João Pedro,Ponta Porã,Perdido,414.47,2025-05-26,Prazo de entrega incompatível
258,2024-07-28,Consumidor Final (B2C),Beleza e Higiene,Marketplace,Carlos Souza,Campo Grande,Venda Fechada,195.75,2024-07-31,
259,2024-10-09,Consumidor Final (B2C),Alimentos e Bebidas,Marketplace,João Pedro,Campo Grande,Perdido,346.82,2024-10-14,Sem retorno
260,2024-09-16,Consumidor Final (B2C),Ferramentas,Google Ads,Ana Ribeiro,Três Lagoas,Qualificado,388.48,,
261,2024-01-16,Conta Corporativa (B2B),Brinquedos,Loja Física,Rafael Torres,Dourados,Perdido,8088.28,2024-01-21,Sem retorno
262,2025-06-20,Consumidor Final (B2C),Beleza e Higiene,Indicação,Carlos Souza,Campo Grande,Perdido,408.72,2025-06-29,Sem retorno
263,2025-01-06,Conta Corporativa (B2B),Ferramentas,Indicação,João Pedro,Corumbá,Venda Fechada,5578.54,2025-01-30,
264,2024-08-13,Consumidor Final (B2C),Utilidades Domésticas,E-commerce,João Pedro,Três Lagoas,Perdido,417.49,2024-08-16,Fora do orçamento (B2B)
265,2025-11-22,Conta Corporativa (B2B),Moda e Vestuário,Marketplace,Carlos Souza,Dourados,Perdido,11981.49,2025-12-03,Desistência da compra
266,2024-10-15,Consumidor Final (B2C),Casa e Decoração,E-commerce,João Pedro,Ponta Porã,Perdido,366.21,2024-10-16,Desistência da compra
267,2025-10-01,Consumidor Final (B2C),Beleza e Higiene,Google Ads,Rafael Torres,Campo Grande,Perdido,274.72,2025-10-15,Desistência da compra
268,2025-04-04,Consumidor Final (B2C),Móveis,Instagram/Redes Sociais,Mariana Alves,Três Lagoas,Proposta Enviada,449.96,,
269,2025-10-07,Consumidor Final (B2C),Brinquedos,Loja Física,Carlos Souza,Campo Grande,Lead,332.67,,
270,2025-06-30,Consumidor Final (B2C),Beleza e Higiene,Loja Física,Rafael Torres,Três Lagoas,Perdido,419.05,2025-07-19,Preço
271,2025-09-13,Conta Corporativa (B2B),Utilidades Domésticas,Indicação,João Pedro,Campo Grande,Venda Fechada,6442.03,2025-10-06,
272,2025-09-24,Consumidor Final (B2C),Beleza e Higiene,Loja Física,Rafael Torres,Campo Grande,Perdido,417.74,2025-10-03,Preço
273,2024-11-15,Consumidor Final (B2C),Beleza e Higiene,E-commerce,Fernanda Lima,Campo Grande,Perdido,379.0,2024-11-19,Sem retorno
274,2025-05-28,Consumidor Final (B2C),Ferramentas,Google Ads,Mariana Alves,Três Lagoas,Perdido,457.5,2025-05-31,Desistência da compra
275,2025-07-29,Consumidor Final (B2C),Papelaria e Escritório,Marketplace,Mariana Alves,Campo Grande,Perdido,474.97,2025-08-07,Preço
276,2024-11-19,Conta Corporativa (B2B),Casa e Decoração,Google Ads,Ana Ribeiro,Campo Grande,Qualificado,8314.63,,
277,2025-02-27,Consumidor Final (B2C),Móveis,E-commerce,João Pedro,Campo Grande,Proposta Enviada,429.96,,
278,2025-10-30,Consumidor Final (B2C),Brinquedos,Marketplace,João Pedro,Campo Grande,Venda Fechada,477.46,2025-11-02,
279,2025-05-06,Conta Corporativa (B2B),Casa e Decoração,Marketplace,Ana Ribeiro,Dourados,Lead,8267.83,,
280,2025-07-26,Consumidor Final (B2C),Utilidades Domésticas,Google Ads,Fernanda Lima,Campo Grande,Venda Fechada,303.41,2025-08-24,
281,2025-09-12,Consumidor Final (B2C),Alimentos e Bebidas,Marketplace,Mariana Alves,Dourados,Proposta Enviada,424.31,,
282,2024-07-08,Conta Corporativa (B2B),Beleza e Higiene,Loja Física,Carlos Souza,Dourados,Perdido,8766.46,2024-07-18,Prazo de entrega incompatível
283,2024-12-28,Consumidor Final (B2C),Móveis,E-commerce,Mariana Alves,Campo Grande,Venda Fechada,413.44,2025-01-20,
284,2024-02-10,Consumidor Final (B2C),Moda e Vestuário,Marketplace,Rafael Torres,Campo Grande,Perdido,327.77,2024-02-22,Sem retorno
285,2025-08-06,Conta Corporativa (B2B),Papelaria e Escritório,E-commerce,Mariana Alves,Campo Grande,Venda Fechada,8818.71,2025-08-24,
286,2025-10-19,Consumidor Final (B2C),Eletrônicos,Marketplace,Carlos Souza,Campo Grande,Proposta Enviada,264.67,,
287,2024-03-24,Conta Corporativa (B2B),Utilidades Domésticas,E-commerce,Ana Ribeiro,Corumbá,Qualificado,6101.12,,
288,2024-09-22,Consumidor Final (B2C),Moda e Vestuário,Google Ads,Ana Ribeiro,Campo Grande,Perdido,446.98,2024-09-24,Prazo de entrega incompatível
289,2025-08-27,Consumidor Final (B2C),Alimentos e Bebidas,Instagram/Redes Sociais,Ana Ribeiro,Campo Grande,Perdido,561.03,2025-09-01,Concorrente
290,2024-07-31,Consumidor Final (B2C),Móveis,Instagram/Redes Sociais,Ana Ribeiro,Campo Grande,Perdido,276.29,2024-08-18,Sem retorno
291,2025-02-23,Consumidor Final (B2C),Brinquedos,Marketplace,Rafael Torres,Ponta Porã,Lead,367.53,,
292,2024-06-04,Consumidor Final (B2C),Móveis,Marketplace,Fernanda Lima,Dourados,Perdido,363.98,2024-06-08,Preço
293,2025-01-14,Consumidor Final (B2C),Brinquedos,Marketplace,João Pedro,Campo Grande,Perdido,292.28,2025-02-02,Desistência da compra
294,2025-10-30,Consumidor Final (B2C),Casa e Decoração,Indicação,Fernanda Lima,Campo Grande,Venda Fechada,390.17,2025-11-10,
295,2025-07-29,Consumidor Final (B2C),Casa e Decoração,Google Ads,João Pedro,Dourados,Perdido,219.67,2025-08-12,Concorrente
296,2024-12-28,Consumidor Final (B2C),Utilidades Domésticas,E-commerce,Rafael Torres,Ponta Porã,Lead,328.79,,
297,2025-06-25,Consumidor Final (B2C),Utilidades Domésticas,Loja Física,Carlos Souza,Campo Grande,Lead,331.32,,
298,2024-07-19,Conta Corporativa (B2B),Beleza e Higiene,Loja Física,Rafael Torres,Dourados,Perdido,8468.76,2024-08-01,Preço
299,2025-11-04,Consumidor Final (B2C),Papelaria e Escritório,Instagram/Redes Sociais,Fernanda Lima,Campo Grande,Venda Fechada,242.59,2025-11-25,
300,2025-01-17,Consumidor Final (B2C),Brinquedos,Marketplace,Ana Ribeiro,Dourados,Perdido,370.12,2025-01-30,Sem retorno
301,2024-04-20,Consumidor Final (B2C),Beleza e Higiene,E-commerce,Ana Ribeiro,Ponta Porã,Perdido,415.88,2024-04-25,Sem retorno
302,2025-06-03,Consumidor Final (B2C),Eletrônicos,Indicação,Rafael Torres,Campo Grande,Venda Fechada,262.91,2025-06-24,
303,2024-09-23,Consumidor Final (B2C),Ferramentas,Loja Física,Fernanda Lima,Dourados,Perdido,287.45,2024-10-05,Concorrente
304,2025-08-04,Consumidor Final (B2C),Moda e Vestuário,Marketplace,João Pedro,Dourados,Venda Fechada,497.11,2025-08-27,
305,2024-08-15,Consumidor Final (B2C),Eletrônicos,Marketplace,Fernanda Lima,Dourados,Qualificado,415.05,,
306,2024-03-22,Consumidor Final (B2C),Beleza e Higiene,Instagram/Redes Sociais,Fernanda Lima,Campo Grande,Perdido,340.09,2024-04-04,Desistência da compra
307,2024-12-02,Conta Corporativa (B2B),Alimentos e Bebidas,Loja Física,Rafael Torres,Campo Grande,Perdido,10448.01,2024-12-13,Prazo de entrega incompatível
308,2025-07-19,Consumidor Final (B2C),Papelaria e Escritório,E-commerce,Carlos Souza,Campo Grande,Venda Fechada,391.02,2025-08-13,
309,2024-10-29,Conta Corporativa (B2B),Casa e Decoração,Indicação,Ana Ribeiro,Campo Grande,Perdido,8227.8,2024-10-30,Fora do orçamento (B2B)
310,2025-07-02,Consumidor Final (B2C),Alimentos e Bebidas,Instagram/Redes Sociais,Ana Ribeiro,Ponta Porã,Venda Fechada,287.92,2025-07-04,
311,2025-12-03,Consumidor Final (B2C),Móveis,Instagram/Redes Sociais,Rafael Torres,Campo Grande,Perdido,302.81,2025-12-17,Sem retorno
312,2024-07-06,Consumidor Final (B2C),Casa e Decoração,Loja Física,Fernanda Lima,Dourados,Perdido,270.64,2024-07-08,Preço
313,2025-01-14,Consumidor Final (B2C),Casa e Decoração,Loja Física,Mariana Alves,Ponta Porã,Perdido,294.88,2025-01-21,Prazo de entrega incompatível
314,2025-07-18,Conta Corporativa (B2B),Eletrônicos,Indicação,Mariana Alves,Campo Grande,Perdido,10760.95,2025-08-04,Sem retorno
315,2024-07-01,Consumidor Final (B2C),Utilidades Domésticas,Indicação,Rafael Torres,Campo Grande,Venda Fechada,392.64,2024-07-21,
316,2024-02-22,Consumidor Final (B2C),Ferramentas,Marketplace,João Pedro,Campo Grande,Venda Fechada,232.38,2024-03-11,
317,2024-01-12,Consumidor Final (B2C),Casa e Decoração,Loja Física,Carlos Souza,Ponta Porã,Perdido,241.68,2024-01-30,Preço
318,2024-04-05,Consumidor Final (B2C),Eletrônicos,Loja Física,Carlos Souza,Dourados,Perdido,300.77,2024-04-16,Desistência da compra
319,2025-09-24,Consumidor Final (B2C),Moda e Vestuário,Marketplace,Carlos Souza,Campo Grande,Venda Fechada,305.64,2025-10-11,
320,2024-07-16,Consumidor Final (B2C),Moda e Vestuário,Loja Física,Carlos Souza,Campo Grande,Qualificado,405.05,,
321,2025-12-29,Consumidor Final (B2C),Utilidades Domésticas,Loja Física,Mariana Alves,Ponta Porã,Venda Fechada,327.98,2025-12-31,
322,2025-06-16,Consumidor Final (B2C),Moda e Vestuário,Indicação,Carlos Souza,Campo Grande,Qualificado,337.76,,
323,2025-06-23,Conta Corporativa (B2B),Moda e Vestuário,Marketplace,Carlos Souza,Dourados,Venda Fechada,8983.82,2025-06-27,
324,2024-01-31,Consumidor Final (B2C),Móveis,Indicação,Fernanda Lima,Ponta Porã,Proposta Enviada,200.65,,
325,2024-04-09,Consumidor Final (B2C),Casa e Decoração,E-commerce,João Pedro,Ponta Porã,Perdido,212.95,2024-04-10,Prazo de entrega incompatível
326,2024-12-21,Consumidor Final (B2C),Moda e Vestuário,Indicação,Ana Ribeiro,Campo Grande,Qualificado,467.84,,
327,2024-02-13,Consumidor Final (B2C),Utilidades Domésticas,Loja Física,Mariana Alves,Três Lagoas,Venda Fechada,335.88,2024-02-16,
328,2025-01-21,Consumidor Final (B2C),Eletrônicos,Google Ads,João Pedro,Campo Grande,Lead,327.41,,
329,2025-01-12,Consumidor Final (B2C),Ferramentas,Instagram/Redes Sociais,João Pedro,Campo Grande,Perdido,251.32,2025-01-21,Prazo de entrega incompatível
330,2025-11-04,Consumidor Final (B2C),Brinquedos,Loja Física,Mariana Alves,Campo Grande,Venda Fechada,332.22,2025-11-11,
331,2025-09-29,Consumidor Final (B2C),Papelaria e Escritório,Indicação,João Pedro,Três Lagoas,Perdido,335.6,2025-10-07,Preço
332,2024-02-14,Consumidor Final (B2C),Beleza e Higiene,Google Ads,Mariana Alves,Campo Grande,Perdido,341.96,2024-02-27,Desistência da compra
333,2024-03-19,Consumidor Final (B2C),Utilidades Domésticas,Indicação,Ana Ribeiro,Campo Grande,Qualificado,436.28,,
334,2025-06-23,Consumidor Final (B2C),Eletrônicos,E-commerce,João Pedro,Dourados,Venda Fechada,441.39,2025-07-18,
335,2025-01-28,Consumidor Final (B2C),Moda e Vestuário,Loja Física,Mariana Alves,Dourados,Venda Fechada,359.45,2025-01-29,
336,2024-02-18,Conta Corporativa (B2B),Ferramentas,E-commerce,João Pedro,Dourados,Perdido,6230.22,2024-03-07,Prazo de entrega incompatível
337,2024-01-05,Consumidor Final (B2C),Móveis,Marketplace,Rafael Torres,Campo Grande,Perdido,257.09,2024-01-19,Concorrente
338,2025-03-28,Consumidor Final (B2C),Ferramentas,Instagram/Redes Sociais,Rafael Torres,Dourados,Lead,432.7,,
339,2024-01-03,Consumidor Final (B2C),Alimentos e Bebidas,Loja Física,Fernanda Lima,Ponta Porã,Perdido,320.92,2024-01-15,Desistência da compra
340,2025-08-04,Consumidor Final (B2C),Beleza e Higiene,Vendedor Externo (B2B),Fernanda Lima,Corumbá,Proposta Enviada,336.64,,
341,2024-05-18,Consumidor Final (B2C),Casa e Decoração,Indicação,Rafael Torres,Dourados,Venda Fechada,369.38,2024-06-14,
342,2024-05-04,Conta Corporativa (B2B),Papelaria e Escritório,Vendedor Externo (B2B),Carlos Souza,Ponta Porã,Perdido,7221.48,2024-05-08,Prazo de entrega incompatível
343,2025-05-09,Consumidor Final (B2C),Brinquedos,Instagram/Redes Sociais,João Pedro,Dourados,Venda Fechada,291.82,2025-05-19,
344,2025-07-01,Consumidor Final (B2C),Utilidades Domésticas,Instagram/Redes Sociais,Mariana Alves,Campo Grande,Perdido,319.94,2025-07-09,Concorrente
345,2025-08-25,Consumidor Final (B2C),Móveis,E-commerce,João Pedro,Ponta Porã,Perdido,251.78,2025-08-27,Sem retorno
346,2025-05-13,Consumidor Final (B2C),Móveis,Instagram/Redes Sociais,Ana Ribeiro,Dourados,Perdido,179.03,2025-05-16,Prazo de entrega incompatível
347,2025-09-02,Conta Corporativa (B2B),Utilidades Domésticas,E-commerce,Carlos Souza,Corumbá,Perdido,4451.28,2025-09-20,Preço
348,2024-02-27,Conta Corporativa (B2B),Beleza e Higiene,Loja Física,Carlos Souza,Três Lagoas,Proposta Enviada,12042.38,,
349,2024-07-11,Consumidor Final (B2C),Casa e Decoração,Indicação,Ana Ribeiro,Corumbá,Proposta Enviada,497.88,,
350,2024-04-08,Consumidor Final (B2C),Moda e Vestuário,E-commerce,João Pedro,Campo Grande,Venda Fechada,179.22,2024-05-04,
351,2025-07-05,Consumidor Final (B2C),Beleza e Higiene,Instagram/Redes Sociais,João Pedro,Dourados,Perdido,207.28,2025-07-21,Sem retorno
352,2025-09-06,Consumidor Final (B2C),Móveis,E-commerce,Carlos Souza,Corumbá,Qualificado,352.73,,
